Name,Medium,Type,Secondary Type,Tertiary Type,Product Name,Username,Manufacturer,Model,Developer,Author,Editor,Publisher,Language,Year,Original Price,Identifying Number,Floppy Drive,Optical Drive,Hard Disk Drive,RAM,CPU,External Connections,Internal Connections,Operating System,Compatibility,Accession Number,Date Tested,Donor,notes,Author,Theme,image,360_image
Electronic Gaming Monthly,Printed Matter,Periodical,Broad Topic,Videogames,Electronic Gaming Monthly,,,No. 221,,,Dan Hsu,Ziff-Davis Publishing Company,English,2007,,,,,,,,,,,,2021.2.345,,Benj Edwards / Brad Feld,,,,,
Electronic Gaming Monthly,Printed Matter,Periodical,Broad Topic,Videogames,Electronic Gaming Monthly,,,No. 222,,,Dan Hsu,Ziff-Davis Publishing Company,English,2007,,,,,,,,,,,,2021.2.346,,Benj Edwards / Brad Feld,,,,,
Electronic Gaming Monthly,Printed Matter,Periodical,Broad Topic,Videogames,Electronic Gaming Monthly,,,No. 223,,,Dan Hsu,Ziff-Davis Publishing Company,English,2007,,,,,,,,,,,,2021.2.347,,Benj Edwards / Brad Feld,,,,,
Electronic Gaming Monthly,Printed Matter,Periodical,Broad Topic,Videogames,Electronic Gaming Monthly,,,No. 224,,,Dan Hsu,Ziff-Davis Publishing Company,English,2008,,,,,,,,,,,,2021.2.348,,Benj Edwards / Brad Feld,,,,,
Electronic Gaming Monthly,Printed Matter,Periodical,Broad Topic,Videogames,Electronic Gaming Monthly,,,No. 225,,,Dan Hsu,Ziff-Davis Publishing Company,English,2008,,,,,,,,,,,,2021.2.349,,Benj Edwards / Brad Feld,,,,,
Electronic Gaming Monthly,Printed Matter,Periodical,Broad Topic,Videogames,Electronic Gaming Monthly,,,No. 226,,,Dan Hsu,Ziff-Davis Publishing Company,English,2008,,,,,,,,,,,,2021.2.350,,Benj Edwards / Brad Feld,,,,,
Electronic Gaming Monthly,Printed Matter,Periodical,Broad Topic,Videogames,Electronic Gaming Monthly,,,No. 227,,,Dan Hsu,Ziff-Davis Publishing Company,English,2008,,,,,,,,,,,,2021.2.351,,Benj Edwards / Brad Feld,,,,,
Electronic Gaming Monthly,Printed Matter,Periodical,Broad Topic,Videogames,Electronic Gaming Monthly,,,No. 228,,,Dan Hsu,Ziff-Davis Publishing Company,English,2008,,,,,,,,,,,,2021.2.352,,Benj Edwards / Brad Feld,,,,,
Electronic Gaming Monthly,Printed Matter,Periodical,Broad Topic,Videogames,Electronic Gaming Monthly,,,No. 229,,,Dan Hsu,Ziff-Davis Publishing Company,English,2008,,,,,,,,,,,,2021.2.353,,Benj Edwards / Brad Feld,,,,,
Electronic Gaming Monthly,Printed Matter,Periodical,Broad Topic,Videogames,Electronic Gaming Monthly,,,No. 230,,,Dan Hsu,Ziff-Davis Publishing Company,English,2008,,,,,,,,,,,,2021.2.354,,Benj Edwards / Brad Feld,,,,,
Electronic Gaming Monthly,Printed Matter,Periodical,Broad Topic,Videogames,Electronic Gaming Monthly,,,No. 231,,,Sam Kennedy,Ziff-Davis Publishing Company,English,2008,,,,,,,,,,,,2021.2.355,,Benj Edwards / Brad Feld,,,,,
Electronic Gaming Monthly,Printed Matter,Periodical,Broad Topic,Videogames,Electronic Gaming Monthly,,,No. 232,,,Sam Kennedy,Ziff-Davis Publishing Company,English,2008,,,,,,,,,,,,2021.2.356,,Benj Edwards / Brad Feld,,,,,
Electronic Gaming Monthly,Printed Matter,Periodical,Broad Topic,Videogames,Electronic Gaming Monthly,,,No. 233,,,Sam Kennedy,Ziff-Davis Publishing Company,English,2008,,,,,,,,,,,,2021.2.357,,Benj Edwards / Brad Feld,,,,,
Electronic Gaming Monthly,Printed Matter,Periodical,Broad Topic,Videogames,Electronic Gaming Monthly,,,No. 234,,,Sam Kennedy,Ziff-Davis Publishing Company,English,2008,,,,,,,,,,,,2021.2.358,,Benj Edwards / Brad Feld,,,,,
Electronic Gaming Monthly,Printed Matter,Periodical,Broad Topic,Videogames,Electronic Gaming Monthly,,,No. 235,,,Sam Kennedy,Ziff-Davis Publishing Company,English,2008,,,,,,,,,,,,2021.2.359,,Benj Edwards / Brad Feld,,,,,
Electronic Gaming Monthly,Printed Matter,Periodical,Broad Topic,Videogames,Electronic Gaming Monthly,,,No. 236,,,Sam Kennedy,Ziff-Davis Publishing Company,English,2009,,,,,,,,,,,,2021.2.360,,Benj Edwards / Brad Feld,,,,,
Electronic Gaming Monthly,Printed Matter,Periodical,Broad Topic,Videogames,Electronic Gaming Monthly,,,No. 238.0,,,Steve Harris,Ziff-Davis Publishing Company,English,2010,,,,,,,,,,,,2021.2.361,,Benj Edwards / Brad Feld,,,,,
Electronic Gaming Monthly,Printed Matter,Periodical,Broad Topic,Videogames,Electronic Gaming Monthly,,,"Vol. 11, No. 11, Number 112",,,John Davison,Ziff-Davis Publishing Company,English,1998,,,,,,,,,,,,2021.2.362,,Benj Edwards / Brad Feld,,,,,
Electronic Gaming Monthly,Printed Matter,Periodical,Broad Topic,Videogames,Electronic Gaming Monthly,,,"Vol. 11, No. 5, Number 113",,,John Davison,Ziff-Davis Publishing Company,English,1998,,,,,,,,,,,,2021.2.363,,Benj Edwards / Brad Feld,,,,,
Electronic Gaming Monthly,Printed Matter,Periodical,Broad Topic,Videogames,Electronic Gaming Monthly,,,"Vol. 11, No. 12, Number 114",,,John Davison,Ziff-Davis Publishing Company,English,1998,,,,,,,,,,,,2021.2.364,,Benj Edwards / Brad Feld,,,,,
Electronic Gaming Monthly,Printed Matter,Periodical,Broad Topic,Videogames,Electronic Gaming Monthly,,,"Vol. 12, No. 1, Number 117",,,John Davison,Ziff-Davis Publishing Company,English,1999,,,,,,,,,,,,2021.2.365,,Benj Edwards / Brad Feld,,,,,
Electronic Gaming Monthly,Printed Matter,Periodical,Broad Topic,Videogames,Electronic Gaming Monthly,,,"Vol. 12, No. 4, Number 119",,,John Davison,Ziff-Davis Publishing Company,English,1999,,,,,,,,,,,,2021.2.366,,Benj Edwards / Brad Feld,,,,,
Electronic Gaming Monthly,Printed Matter,Periodical,Broad Topic,Videogames,Electronic Gaming Monthly,,,"Vol. 12, No. 6, Number 120",,,John Davison,Ziff-Davis Publishing Company,English,1999,,,,,,,,,,,,2021.2.367,,Benj Edwards / Brad Feld,,,,,
Electronic Gaming Monthly,Printed Matter,Periodical,Broad Topic,Videogames,Electronic Gaming Monthly,,,"Vol. 12, No. 7, Number 121",,,John Davison,Ziff-Davis Publishing Company,English,1999,,,,,,,,,,,,2021.2.368,,Benj Edwards / Brad Feld,,,,,
Electronic Gaming Monthly,Printed Matter,Periodical,Broad Topic,Videogames,Electronic Gaming Monthly,,,"Vol. 12, No. 8, Number 121",,,John Davison,Ziff-Davis Publishing Company,English,1999,,,,,,,,,,,,2021.2.369,,Benj Edwards / Brad Feld,,,,,
Electronic Gaming Monthly,Printed Matter,Periodical,Broad Topic,Videogames,Electronic Gaming Monthly,,,"Vol. 12, No. 9, Number 122",,,John Davison,Ziff-Davis Publishing Company,English,1999,,,,,,,,,,,,2021.2.370,,Benj Edwards / Brad Feld,,,,,
Electronic Gaming Monthly,Printed Matter,Periodical,Broad Topic,Videogames,Electronic Gaming Monthly,,,"Vol. 12, No. 10, Number 123",,,John Davison,Ziff-Davis Publishing Company,English,1999,,,,,,,,,,,,2021.2.371,,Benj Edwards / Brad Feld,,,,,
Electronic Gaming Monthly,Printed Matter,Periodical,Broad Topic,Videogames,Electronic Gaming Monthly,,,"Vol. 12, No. 11, Number 124",,,John Davison,Ziff-Davis Publishing Company,English,1999,,,,,,,,,,,,2021.2.372,,Benj Edwards / Brad Feld,,,,,
Electronic Gaming Monthly,Printed Matter,Periodical,Broad Topic,Videogames,Electronic Gaming Monthly,,,"Vol. 12, No. 12, Number 125",,,John Davison,Ziff-Davis Publishing Company,English,1999,,,,,,,,,,,,2021.2.373,,Benj Edwards / Brad Feld,,,,,
Electronic Gaming Monthly,Printed Matter,Periodical,Broad Topic,Videogames,Electronic Gaming Monthly,,,"Vol. 13, No. 1, Number 126",,,John Davison,Ziff-Davis Publishing Company,English,2000,,,,,,,,,,,,2021.2.374,,Benj Edwards / Brad Feld,,,,,
Electronic Gaming Monthly,Printed Matter,Periodical,Broad Topic,Videogames,Electronic Gaming Monthly,,,"Vol. 13, No. 2, Number 127",,,John Davison,Ziff-Davis Publishing Company,English,2000,,,,,,,,,,,,2021.2.375,,Benj Edwards / Brad Feld,,,,,
Electronic Gaming Monthly,Printed Matter,Periodical,Broad Topic,Videogames,Electronic Gaming Monthly,,,"Vol. 13, No. 3, Number 128",,,John Davison,Ziff-Davis Publishing Company,English,2000,,,,,,,,,,,,2021.2.376,,Benj Edwards / Brad Feld,,,,,
Electronic Gaming Monthly,Printed Matter,Periodical,Broad Topic,Videogames,Electronic Gaming Monthly,,,"Vol. 13, No. 4, Number 129",,,John Davison,Ziff-Davis Publishing Company,English,2000,,,,,,,,,,,,2021.2.377,,Benj Edwards / Brad Feld,,,,,
Electronic Gaming Monthly,Printed Matter,Periodical,Broad Topic,Videogames,Electronic Gaming Monthly,,,"Vol. 13, No. 5, Number 130",,,John Davison,Ziff-Davis Publishing Company,English,2000,,,,,,,,,,,,2021.2.378,,Benj Edwards / Brad Feld,,,,,
Electronic Gaming Monthly,Printed Matter,Periodical,Broad Topic,Videogames,Electronic Gaming Monthly,,,"Vol. 13, No. 6, Number 131",,,John Davison,Ziff-Davis Publishing Company,English,2000,,,,,,,,,,,,2021.2.379,,Benj Edwards / Brad Feld,,,,,
Electronic Gaming Monthly,Printed Matter,Periodical,Broad Topic,Videogames,Electronic Gaming Monthly,,,"Vol. 13, No. 7, Number 132",,,J. E. Funk,Ziff-Davis Publishing Company,English,2000,,,,,,,,,,,,2021.2.380,,Benj Edwards / Brad Feld,,,,,
Electronic Gaming Monthly,Printed Matter,Periodical,Broad Topic,Videogames,Electronic Gaming Monthly,,,"Vol. 13, No. 8, Number 133",,,J. E. Funk,Ziff-Davis Publishing Company,English,2000,,,,,,,,,,,,2021.2.381,,Benj Edwards / Brad Feld,,,,,
Electronic Gaming Monthly,Printed Matter,Periodical,Broad Topic,Videogames,Electronic Gaming Monthly,,,"Vol. 13, No. 9, Number 134",,,J. E. Funk,Ziff-Davis Publishing Company,English,2000,,,,,,,,,,,,2021.2.382,,Benj Edwards / Brad Feld,,,,,
Electronic Gaming Monthly,Printed Matter,Periodical,Broad Topic,Videogames,Electronic Gaming Monthly,,,"Vol. 13, No. 10, Number 135",,,J. E. Funk,Ziff-Davis Publishing Company,English,2000,,,,,,,,,,,,2021.2.383,,Benj Edwards / Brad Feld,,,,,
Electronic Gaming Monthly,Printed Matter,Periodical,Broad Topic,Videogames,Electronic Gaming Monthly,,,"Vol. 13, No. 11, Number 136",,,J. E. Funk,Ziff-Davis Publishing Company,English,2000,,,,,,,,,,,,2021.2.384,,Benj Edwards / Brad Feld,,,,,
Electronic Gaming Monthly,Printed Matter,Periodical,Broad Topic,Videogames,Electronic Gaming Monthly,,,"Vol. 13, No. 12, Number 137",,,J. E. Funk,Ziff-Davis Publishing Company,English,2000,,,,,,,,,,,,2021.2.385,,Benj Edwards / Brad Feld,,,,,
Electronic Gaming Monthly,Printed Matter,Periodical,Broad Topic,Videogames,Electronic Gaming Monthly,,,"Vol. 14, No. 1, Number 138",,,John Davison,Ziff-Davis Publishing Company,English,2001,,,,,,,,,,,,2021.2.386,,Benj Edwards / Brad Feld,,,,,
Electronic Gaming Monthly,Printed Matter,Periodical,Broad Topic,Videogames,Electronic Gaming Monthly,,,"Vol. 14, No. 2, Number 139",,,John Davison,Ziff-Davis Publishing Company,English,2001,,,,,,,,,,,,2021.2.387,,Benj Edwards / Brad Feld,,,,,
Electronic Gaming Monthly,Printed Matter,Periodical,Broad Topic,Videogames,Electronic Gaming Monthly,,,"Vol. 14, No. 3, Number 140",,,John Davison,Ziff-Davis Publishing Company,English,2001,,,,,,,,,,,,2021.2.388,,Benj Edwards / Brad Feld,,,,,
Electronic Gaming Monthly,Printed Matter,Periodical,Broad Topic,Videogames,Electronic Gaming Monthly,,,"Vol. 14, No. 4, Number 141",,,John Davison,Ziff-Davis Publishing Company,English,2001,,,,,,,,,,,,2021.2.389,,Benj Edwards / Brad Feld,,,,,
Electronic Gaming Monthly,Printed Matter,Periodical,Broad Topic,Videogames,Electronic Gaming Monthly,,,"Vol. 14, No. 5, Number 142",,,John Davison,Ziff-Davis Publishing Company,English,2001,,,,,,,,,,,,2021.2.390,,Benj Edwards / Brad Feld,,,,,
Electronic Gaming Monthly,Printed Matter,Periodical,Broad Topic,Videogames,Electronic Gaming Monthly,,,"Vol. 14, No. 6, Number 143",,,John Davison,Ziff-Davis Publishing Company,English,2001,,,,,,,,,,,,2021.2.391,,Benj Edwards / Brad Feld,,,,,
Electronic Gaming Monthly,Printed Matter,Periodical,Broad Topic,Videogames,Electronic Gaming Monthly,,,"Vol. 14, No. 7, Number 144",,,Dan Hsu,Ziff-Davis Publishing Company,English,2001,,,,,,,,,,,,2021.2.392,,Benj Edwards / Brad Feld,,,,,
Electronic Gaming Monthly,Printed Matter,Periodical,Broad Topic,Videogames,Electronic Gaming Monthly,,,"Vol. 14, No. 8, Number 145",,,Dan Hsu,Ziff-Davis Publishing Company,English,2001,,,,,,,,,,,,2021.2.393,,Benj Edwards / Brad Feld,,,,,
Electronic Gaming Monthly,Printed Matter,Periodical,Broad Topic,Videogames,Electronic Gaming Monthly,,,"Vol. 14, No. 9, Number 146",,,Dan Hsu,Ziff-Davis Publishing Company,English,2001,,,,,,,,,,,,2021.2.394,,Benj Edwards / Brad Feld,,,,,
Electronic Gaming Monthly,Printed Matter,Periodical,Broad Topic,Videogames,Electronic Gaming Monthly,,,"Vol. 14, No. 10, Number 147",,,Dan Hsu,Ziff-Davis Publishing Company,English,2001,,,,,,,,,,,,2021.2.395,,Benj Edwards / Brad Feld,,,,,
Electronic Gaming Monthly,Printed Matter,Periodical,Broad Topic,Videogames,Electronic Gaming Monthly,,,"Vol. 14, No. 11, Number 148",,,Dan Hsu,Ziff-Davis Publishing Company,English,2001,,,,,,,,,,,,2021.2.396,,Benj Edwards / Brad Feld,,,,,
Electronic Gaming Monthly,Printed Matter,Periodical,Broad Topic,Videogames,Electronic Gaming Monthly,,,"Vol. 14, No. 12, Number 149",,,Dan Hsu,Ziff-Davis Publishing Company,English,2001,,,,,,,,,,,,2021.2.397,,Benj Edwards / Brad Feld,,,,,
Electronic Gaming Monthly,Printed Matter,Periodical,Broad Topic,Videogames,Electronic Gaming Monthly,,,"Vol. 15, No. 1, Number 150",,,Dan Hsu,Ziff-Davis Publishing Company,English,2002,,,,,,,,,,,,2021.2.398,,Benj Edwards / Brad Feld,,,,,
Electronic Gaming Monthly,Printed Matter,Periodical,Broad Topic,Videogames,Electronic Gaming Monthly,,,"Vol. 15, No. 2, Number 151",,,Dan Hsu,Ziff-Davis Publishing Company,English,2002,,,,,,,,,,,,2021.2.399,,Benj Edwards / Brad Feld,,,,,
Electronic Gaming Monthly,Printed Matter,Periodical,Broad Topic,Videogames,Electronic Gaming Monthly,,,"Vol. 15, No. 3, Number 152",,,Dan Hsu,Ziff-Davis Publishing Company,English,2002,,,,,,,,,,,,2021.2.400,,Benj Edwards / Brad Feld,,,,,
Electronic Gaming Monthly,Printed Matter,Periodical,Broad Topic,Videogames,Electronic Gaming Monthly,,,"Vol. 15, No. 4, Number 153",,,Dan Hsu,Ziff-Davis Publishing Company,English,2002,,,,,,,,,,,,2021.2.401,,Benj Edwards / Brad Feld,,,,,
Electronic Gaming Monthly,Printed Matter,Periodical,Broad Topic,Videogames,Electronic Gaming Monthly,,,"Vol. 15, No. 5, Number 154",,,Dan Hsu,Ziff-Davis Publishing Company,English,2002,,,,,,,,,,,,2021.2.402,,Benj Edwards / Brad Feld,,,,,
Electronic Gaming Monthly,Printed Matter,Periodical,Broad Topic,Videogames,Electronic Gaming Monthly,,,"Vol. 15, No. 7, Number 156",,,Dan Hsu,Ziff-Davis Publishing Company,English,2002,,,,,,,,,,,,2021.2.403,,Benj Edwards / Brad Feld,,,,,
Electronic Gaming Monthly,Printed Matter,Periodical,Broad Topic,Videogames,Electronic Gaming Monthly,,,"Vol. 15, No. 9, Number 158",,,Dan Hsu,Ziff-Davis Publishing Company,English,2002,,,,,,,,,,,,2021.2.404,,Benj Edwards / Brad Feld,,,,,
Electronic Gaming Monthly,Printed Matter,Periodical,Broad Topic,Videogames,Electronic Gaming Monthly,,,"Vol. 15, No. 10, Number 159",,,Dan Hsu,Ziff-Davis Publishing Company,English,2002,,,,,,,,,,,,2021.2.405,,Benj Edwards / Brad Feld,,,,,
Electronic Gaming Monthly,Printed Matter,Periodical,Broad Topic,Videogames,Electronic Gaming Monthly,,,"Vol. 15, No. 11, Number 160",,,Dan Hsu,Ziff-Davis Publishing Company,English,2002,,,,,,,,,,,,2021.2.406,,Benj Edwards / Brad Feld,,,,,
Electronic Gaming Monthly,Printed Matter,Periodical,Broad Topic,Videogames,Electronic Gaming Monthly,,,"Vol. 15, No. 12, Number 161",,,Dan Hsu,Ziff-Davis Publishing Company,English,2002,,,,,,,,,,,,2021.2.407,,Benj Edwards / Brad Feld,,,,,
Electronic Gaming Monthly,Printed Matter,Periodical,Broad Topic,Videogames,Electronic Gaming Monthly,,,"Vol. 16, No. 1, Number 162",,,Dan Hsu,Ziff-Davis Publishing Company,English,2003,,,,,,,,,,,,2021.2.408,,Benj Edwards / Brad Feld,,,,,
Electronic Gaming Monthly,Printed Matter,Periodical,Broad Topic,Videogames,Electronic Gaming Monthly,,,"Vol. 16, No. 2, Number 163",,,Dan Hsu,Ziff-Davis Publishing Company,English,2003,,,,,,,,,,,,2021.2.409,,Benj Edwards / Brad Feld,,,,,
Electronic Gaming Monthly,Printed Matter,Periodical,Broad Topic,Videogames,Electronic Gaming Monthly,,,"Vol. 16, No. 3, Number 164",,,Dan Hsu,Ziff-Davis Publishing Company,English,2003,,,,,,,,,,,,2021.2.410,,Benj Edwards / Brad Feld,,,,,
Electronic Gaming Monthly,Printed Matter,Periodical,Broad Topic,Videogames,Electronic Gaming Monthly,,,"Vol. 16, No. 4, Number 165",,,Dan Hsu,Ziff-Davis Publishing Company,English,2003,,,,,,,,,,,,2021.2.411,,Benj Edwards / Brad Feld,,,,,
Electronic Gaming Monthly,Printed Matter,Periodical,Broad Topic,Videogames,Electronic Gaming Monthly,,,"Vol. 16, No. 5, Number 166",,,Dan Hsu,Ziff-Davis Publishing Company,English,2003,,,,,,,,,,,,2021.2.412,,Benj Edwards / Brad Feld,,,,,
Electronic Gaming Monthly,Printed Matter,Periodical,Broad Topic,Videogames,Electronic Gaming Monthly,,,"Vol. 16, No. 6, Number 167",,,Dan Hsu,Ziff-Davis Publishing Company,English,2003,,,,,,,,,,,,2021.2.413,,Benj Edwards / Brad Feld,,,,,
Electronic Gaming Monthly,Printed Matter,Periodical,Broad Topic,Videogames,Electronic Gaming Monthly,,,"Vol. 16, No. 7, Number 168",,,Dan Hsu,Ziff-Davis Publishing Company,English,2003,,,,,,,,,,,,2021.2.414,,Benj Edwards / Brad Feld,,,,,
Electronic Gaming Monthly,Printed Matter,Periodical,Broad Topic,Videogames,Electronic Gaming Monthly,,,"Vol. 16, No. 8, Number 169",,,Dan Hsu,Ziff-Davis Publishing Company,English,2003,,,,,,,,,,,,2021.2.415,,Benj Edwards / Brad Feld,,,,,
Electronic Gaming Monthly,Printed Matter,Periodical,Broad Topic,Videogames,Electronic Gaming Monthly,,,"Vol. 16, No. 9, Number 170",,,Dan Hsu,Ziff-Davis Publishing Company,English,2003,,,,,,,,,,,,2021.2.416,,Benj Edwards / Brad Feld,,,,,
Electronic Gaming Monthly,Printed Matter,Periodical,Broad Topic,Videogames,Electronic Gaming Monthly,,,"Vol. 16, No. 10, Number 171",,,Dan Hsu,Ziff-Davis Publishing Company,English,2003,,,,,,,,,,,,2021.2.417,,Benj Edwards / Brad Feld,,,,,
Electronic Gaming Monthly,Printed Matter,Periodical,Broad Topic,Videogames,Electronic Gaming Monthly,,,"Vol. 16, No. 11, Number 172",,,Dan Hsu,Ziff-Davis Publishing Company,English,2003,,,,,,,,,,,,2021.2.418,,Benj Edwards / Brad Feld,,,,,
Electronic Gaming Monthly,Printed Matter,Periodical,Broad Topic,Videogames,Electronic Gaming Monthly,,,"Vol. 16, No. 12, Number 173",,,Dan Hsu,Ziff-Davis Publishing Company,English,2003,,,,,,,,,,,,2021.2.419,,Benj Edwards / Brad Feld,,,,,
Electronic Gaming Monthly,Printed Matter,Periodical,Broad Topic,Videogames,Electronic Gaming Monthly,,,"Vol. 17, No. 1, Number 174",,,Dan Hsu,Ziff-Davis Publishing Company,English,2004,,,,,,,,,,,,2021.2.420,,Benj Edwards / Brad Feld,,,,,
Electronic Gaming Monthly,Printed Matter,Periodical,Broad Topic,Videogames,Electronic Gaming Monthly,,,"Vol. 17, No. 2, Number 175",,,Dan Hsu,Ziff-Davis Publishing Company,English,2004,,,,,,,,,,,,2021.2.421,,Benj Edwards / Brad Feld,,,,,
Electronic Gaming Monthly,Printed Matter,Periodical,Broad Topic,Videogames,Electronic Gaming Monthly,,,"Vol. 17, No. 3, Number 176",,,Dan Hsu,Ziff-Davis Publishing Company,English,2004,,,,,,,,,,,,2021.2.422,,Benj Edwards / Brad Feld,,,,,
Electronic Gaming Monthly,Printed Matter,Periodical,Broad Topic,Videogames,Electronic Gaming Monthly,,,"Vol. 17, No. 4, Number 177",,,Dan Hsu,Ziff-Davis Publishing Company,English,2004,,,,,,,,,,,,2021.2.423,,Benj Edwards / Brad Feld,,,,,
Electronic Gaming Monthly,Printed Matter,Periodical,Broad Topic,Videogames,Electronic Gaming Monthly,,,"Vol. 17, No. 5, Number 178",,,Dan Hsu,Ziff-Davis Publishing Company,English,2004,,,,,,,,,,,,2021.2.424,,Benj Edwards / Brad Feld,,,,,
Electronic Gaming Monthly,Printed Matter,Periodical,Broad Topic,Videogames,Electronic Gaming Monthly,,,"Vol. 17, No. 6, Number 179",,,Dan Hsu,Ziff-Davis Publishing Company,English,2004,,,,,,,,,,,,2021.2.425,,Benj Edwards / Brad Feld,,,,,
Electronic Gaming Monthly,Printed Matter,Periodical,Broad Topic,Videogames,Electronic Gaming Monthly,,,"Vol. 17, No. 7, Number 180",,,Dan Hsu,Ziff-Davis Publishing Company,English,2004,,,,,,,,,,,,2021.2.426,,Benj Edwards / Brad Feld,,,,,
PC Gamer,Printed Matter,Periodical,Broad Topic,Videogames,PC Gamer,,,"Vol. 5, No. 1",,,Gary Whitta,"Imagine Publishing, Inc.",English,1998,,,,,,,,,,,,2021.2.506,,Benj Edwards / Brad Feld,,,,,
PC Gamer,Printed Matter,Periodical,Broad Topic,Videogames,PC Gamer,,,"Vol. 5, No. 7",,,Gary Whitta,"Imagine Publishing, Inc.",English,1998,,,,,,,,,,,,2021.2.507,,Benj Edwards / Brad Feld,,,,,
PC Gamer,Printed Matter,Periodical,Broad Topic,Videogames,PC Gamer,,,"Vol. 5, No. 12",,,Gary Whitta,"Imagine Publishing, Inc.",English,1998,,,,,,,,,,,,2021.2.508,,Benj Edwards / Brad Feld,,,,,
PC Gamer,Printed Matter,Periodical,Broad Topic,Videogames,PC Gamer,,,"Vol. 7, No. 9",,,Rob Smith,"Imagine Publishing, Inc.",English,2000,,,,,,,,,,,,2021.2.509,,Benj Edwards / Brad Feld,,,,,
PC Gamer,Printed Matter,Periodical,Broad Topic,Videogames,PC Gamer,,,"Vol. 7, No. 11",,,Rob Smith,"Imagine Publishing, Inc.",English,2000,,,,,,,,,,,,2021.2.510,,Benj Edwards / Brad Feld,,,,,
PC Gamer,Printed Matter,Periodical,Broad Topic,Videogames,PC Gamer,,,"Vol. 7, No. 12",,,Rob Smith,"Imagine Publishing, Inc.",English,2000,,,,,,,,,,,,2021.2.511,,Benj Edwards / Brad Feld,,,,,
PC Gamer,Printed Matter,Periodical,Broad Topic,Videogames,PC Gamer,,,"Vol. 8, No. 6",,,Rob Smith,"Imagine Publishing, Inc.",English,2001,,,,,,,,,,,,2021.2.512,,Benj Edwards / Brad Feld,,,,,
PC Gamer,Printed Matter,Periodical,Broad Topic,Videogames,PC Gamer,,,Issue 183,,,Kristen Salvatore,"Imagine Publishing, Inc.",English,2009,,,,,,,,,,,,2021.2.513,,Benj Edwards / Brad Feld,,,,,
PC Gamer,Printed Matter,Periodical,Broad Topic,Videogames,PC Gamer,,,Issue 204,,,Logan Decker,"Imagine Publishing, Inc.",English,2010,,,,,,,,,,,,2021.2.514,,Benj Edwards / Brad Feld,,,,,
PC Gamer,Printed Matter,Periodical,Broad Topic,Videogames,PC Gamer,,,Issue 205,,,Logan Decker,"Imagine Publishing, Inc.",English,2010,,,,,,,,,,,,2021.2.515,,Benj Edwards / Brad Feld,,,,,
PC Gamer,Printed Matter,Periodical,Broad Topic,Videogames,PC Gamer,,,Issue 206,,,Logan Decker,"Imagine Publishing, Inc.",English,2010,,,,,,,,,,,,2021.2.516,,Benj Edwards / Brad Feld,,,,,
PC Gamer,Printed Matter,Periodical,Broad Topic,Videogames,PC Gamer,,,Issue 207,,,Logan Decker,"Imagine Publishing, Inc.",English,2010,,,,,,,,,,,,2021.2.517,,Benj Edwards / Brad Feld,,,,,
PC Gamer,Printed Matter,Periodical,Broad Topic,Videogames,PC Gamer,,,Issue 208,,,Logan Decker,"Imagine Publishing, Inc.",English,2010,,,,,,,,,,,,2021.2.518,,Benj Edwards / Brad Feld,,,,,
PC Gamer,Printed Matter,Periodical,Broad Topic,Videogames,PC Gamer,,,Issue 209,,,Logan Decker,"Imagine Publishing, Inc.",English,2011,,,,,,,,,,,,2021.2.519,,Benj Edwards / Brad Feld,,,,,
PC Gamer,Printed Matter,Periodical,Broad Topic,Videogames,PC Gamer,,,Issue 210,,,Logan Decker,"Imagine Publishing, Inc.",English,2011,,,,,,,,,,,,2021.2.520,,Benj Edwards / Brad Feld,,,,,
PC Gamer,Printed Matter,Periodical,Broad Topic,Videogames,PC Gamer,,,Issue 211,,,Logan Decker,"Imagine Publishing, Inc.",English,2011,,,,,,,,,,,,2021.2.521,,Benj Edwards / Brad Feld,,,,,
PC Gamer,Printed Matter,Periodical,Broad Topic,Videogames,PC Gamer,,,Issue 212,,,Logan Decker,"Imagine Publishing, Inc.",English,2011,,,,,,,,,,,,2021.2.522,,Benj Edwards / Brad Feld,,,,,
PC Gamer,Printed Matter,Periodical,Broad Topic,Videogames,PC Gamer,,,Issue 213,,,Logan Decker,"Imagine Publishing, Inc.",English,2011,,,,,,,,,,,,2021.2.523,,Benj Edwards / Brad Feld,,,,,
PC Gamer,Printed Matter,Periodical,Broad Topic,Videogames,PC Gamer,,,Issue 214,,,Logan Decker,"Imagine Publishing, Inc.",English,2011,,,,,,,,,,,,2021.2.524,,Benj Edwards / Brad Feld,,,,,
PC Gamer,Printed Matter,Periodical,Broad Topic,Videogames,PC Gamer,,,Issue 215,,,Logan Decker,"Imagine Publishing, Inc.",English,2011,,,,,,,,,,,,2021.2.525,,Benj Edwards / Brad Feld,,,,,
Video Games & Computer Entertainment,Printed Matter,Periodical,Broad Topic,Videogames,Video Games & Computer Entertainment,,,Nov. 1989,,,Andy Eddy,"L.F.P, Inc.",English,1989,,,,,,,,,,,,2021.2.526,,Benj Edwards / Brad Feld,,,,,
Video Games & Computer Entertainment,Printed Matter,Periodical,Broad Topic,Videogames,Video Games & Computer Entertainment,,,Jan. 1990,,,Andy Eddy,"L.F.P, Inc.",English,1990,,,,,,,,,,,,2021.2.527,,Benj Edwards / Brad Feld,,,,,
Video Games & Computer Entertainment,Printed Matter,Periodical,Broad Topic,Videogames,Video Games & Computer Entertainment,,,Oct. 1990,,,Andy Eddy,"L.F.P, Inc.",English,1990,,,,,,,,,,,,2021.2.528,,Benj Edwards / Brad Feld,,,,,
